 ,CASE NUMBER,DATE RECEIVED,ACCOUNT NAME,ACCOUNT DBA NAME,NAICS CODE,CASE STATUS,CLAIM AMOUNT,AMOUNT ASSESSED,PAYMENTS RECEIVED
,2019-0013,2018-10-12,"SHAWNLEE CONSTRUCTION, LLC                                  ","SHAWNLEE CONSTRUCTION, LLC                                  ",,CLOSED,84.9,84.9,0.0
,2019-0015,2018-10-12,CALSON CONSTRUCTION CORPORATION                             ,CALSON CONSTRUCTION CORPORATION                             ,,CLOSED,653.12,1306.24,653.12
,2019-0017,2018-10-23,"MARCIANO ELECTRICAL CONTRACTORS, INC.                       ","MARCIANO ELECTRICAL CONTRACTORS, INC.                       ",,CLOSED,1492.58,2985.16,1698.38
,2019-0019,2019-01-29,"P&R CONSTRUCTION COMPANY, INC.                              ","P&R CONSTRUCTION COMPANY, INC.                              ",,CLOSED,249.82,499.64,249.82
,2019-0020,2019-01-29,COVENTRY GLASS COMPANY                                      ,COVENTRY GLASS COMPANY                                      ,,CLOSED,302.39,604.78,302.39
,2019-0021,2019-01-29,"TITANS CONSTRUCTION, INC.                                   ","TITANS CONSTRUCTION, INC.                                   ",,OPEN,67262.88,94848.19,27585.31
,2019-0024,2019-02-06,"ADVANCED CONCRETE CUTTING, LLC                              ","ADVANCED CONCRETE CUTTING, LLC                              ",,CLOSED,4667.82,9335.64,0.0
,2019-0029,2019-04-18,PACKHEM PANTING COMPANY                                     ,PACKHEM PANTING COMPANY                                     ,,CLOSED,678.51,1357.02,678.51
,2019-0030,2019-05-06,"ARITA CONSTRUCTION SERVICES, INC.                           ","ARITA CONSTRUCTION SERVICES, INC.                           ",,OPEN,8972.2,12651.81,3679.61
,2019-0031,2019-06-06,"JAMES P. TAVARES CONSTRUCTION, INC.                         ","JAMES P. TAVARES CONSTRUCTION, INC.                         ",,CLOSED,36269.4,72538.8,0.0
,2020-0001,2019-07-07,"HI-TECH PAINTING, LLC                                       ","HI-TECH PAINTING, LLC                                       ",,CLOSED,65.12,130.24,65.12
,2020-0002,2019-07-17,"HI-TECH PAINTING, LLC                                       ","HI-TECH PAINTING, LLC                                       ",,CLOSED,231.12,462.24,231.12
,2020-0004,2019-08-02,"ADVANTAGE GLASS, INC.                                       ","ADVANTAGE GLASS, INC.                                       ",,CLOSED,26.34,26.34,0.0
,2020-0005,2019-08-26,"CAPEWAY ROOFING SYSTEMS, INC.                               ","CAPEWAY ROOFING SYSTEMS, INC.                               ",,CLOSED,537.7,1613.1,1075.4
,2020-0006,2019-09-23,"DESILVA EXCAVATORS, LLC                                     ","DESILVA EXCAVATORS, LLC                                     ",,CLOSED,116.9,233.8,116.9
,2020-0007,2019-09-24,"BUSINESS TELEPHONE SYSTEMS, INC. DBA: CONTEMPORARY TELEPHONE","BUSINESS TELEPHONE SYSTEMS, INC. DBA: CONTEMPORARY TELEPHONE",,CLOSED,7516.23,15032.46,1252.71
,2020-0010,2019-10-03,"NORTHEASTERN TREE SERVICES, INC.                            ","NORTHEASTERN TREE SERVICES, INC.                            ",,CLOSED,8094.61,16189.22,8094.61
,2020-0011,2019-10-03,"SPORT TURF SPECIALTIES, INC                                 ","SPORT TURF SPECIALTIES, INC                                 ",,CLOSED,127.39,254.78,127.39
,2020-0021,2019-10-25,"ATG GROUP, INC.                                             ","ATG GROUP, INC.                                             ",,CLOSED,2615.77,5231.54,2615.77
,2020-0022,2019-10-25,"ATG GROUP, INC.                                             ","ATG GROUP, INC.                                             ",,CLOSED,3697.68,7395.36,3697.68
,2020-0023,2019-10-25,"ATG GROUP, INC.                                             ","ATG GROUP, INC.                                             ",,CLOSED,3092.16,6184.32,3092.16
,2020-0015,2019-11-05,"A&M SHEETMETAL & ROOFING, INC.                              ","A&M SHEETMETAL & ROOFING, INC.                              ",,CLOSED,947.23,1894.46,947.23
,2020-0020,2019-12-02,"CONSTRUCTION JUNCTION, INC.                                 ","CONSTRUCTION JUNCTION, INC.                                 ",,OPEN,1866.86,3733.72,1866.86
,2020-0034,2020-01-10,FRANKLIN ANAYLITICAL SERVICES                               ,FRANKLIN ANAYLITICAL SERVICES                               ,,OPEN,17270.65,34541.3,17270.64
,2020-0025,2020-01-21,G. METZ                                                     ,G. METZ                                                     ,,CLOSED,330.23,660.46,330.23
,2020-0026,2020-01-24,"H.J. ASTLE CO., INC.                                        ","H.J. ASTLE CO., INC.                                        ",,CLOSED,4175.28,8350.56,4175.28
,2020-0027,2020-01-24,SECURITY CONCEPTS                                           ,SECURITY CONCEPTS                                           ,,CLOSED,3239.97,6479.94,3239.96
,2020-0032,2020-01-28,"B. BAPTISTA ELECTRIC, INC.                                  ","B. BAPTISTA ELECTRIC, INC.                                  ",,OPEN,11517.65,23035.3,2879.46
,2020-0028,2020-02-07,"JD PLASTERING, INC.                                         ","JD PLASTERING, INC.                                         ",,CLOSED,984.14,1968.28,984.14
,2020-0029,2020-02-07,"MELTING POINT WELDING & FABRICATION, LLC                    ","MELTING POINT WELDING & FABRICATION, LLC                    ",,CLOSED,552.22,1104.44,552.22
,2020-0036,2020-05-27,M. MUTZ CONSTRUCTION                                        ,M. MUTZ CONSTRUCTION                                        ,,CLOSED,28060.33,56120.66,0.0
,2020-0038,2020-05-27,CONSOLIDATED CONCRETE CORP.                                 ,CONSOLIDATED CONCRETE CORP.                                 ,,CLOSED,15875.15,31750.3,15875.15
,2020-0040,2020-07-07,NATIONAL SECURITY CORPORATION                               ,NATIONAL SECURITY CORPORATION                               ,,CLOSED,4595.19,9190.38,4595.19
,2020-0045,2020-09-01,M. MUTZ CONSTRUCTION                                        ,M. MUTZ CONSTRUCTION                                        ,,CLOSED,77737.59,155475.18,0.0
,2020-0049,2020-09-16,ELITE TURF INSTALLATION                                     ,ELITE TURF INSTALLATION                                     ,,OPEN,15366.51,30733.02,15366.51
,2020-0051,2020-11-23,AEP SERVICES/SKURKA CONSTRUCTION                            ,AEP SERVICES/SKURKA CONSTRUCTION                            ,,CLOSED,1546.68,3093.36,1546.68
,2020-0052,2020-11-23,AEP SERVICES                                                ,AEP SERVICES                                                ,,CLOSED,311.82,623.64,311.82
,2020-0053,2020-11-23,AEP SERVICES                                                ,AEP SERVICES                                                ,,CLOSED,1247.26,2494.52,1247.26
,2021-0001,2021-01-28,NEW GENERATION DRYWALL                                      ,NEW GENERATION DRYWALL                                      ,,OPEN,1504.73,3009.46,0.0
,2021-0002,2021-01-28,EMPIRE BR DRYWALL                                           ,EMPIRE BR DRYWALL                                           ,,CLOSED,53191.71,106383.42,750.0
,2021-0005,2021-03-02,MGC LLC                                                     ,MGC LLC                                                     ,,CLOSED,14458.83,28917.66,4217.15
,2021-0008,2021-04-13,BENITEZ Y ROJAS DRYWALL                                     ,BENITEZ Y ROJAS DRYWALL                                     ,,CLOSED,28000.78,56001.56,5000.0
,20220051.0,2021-12-11,"EVOLUTION GROUP, INC                                        ","EVOLUTION GROUP, INC                                        ",,OPEN,43034.35,86068.7,43034.35
,20220036.0,2021-12-16,SOLE SOURCE CONSTRUCTION LLC                                ,SOLE SOURCE CONSTRUCTION LLC                                ,,CLOSED,1895.4,3790.8,0.0
,20220044.0,2022-02-24,"CAPASSO ENTERPRISES, INC                                    ","CAPASSO ENTERPRISES, INC                                    ",,OPEN,1502.3,3004.6,0.0
,,,,,,,,,
TOTAL NUMBER OF RECORDS PRINTED:     225,,,,,,,,,
,2010-0003,2010-01-05,TRU-KAY MANUFACTURING CO.                                   ,TRU-KAY MANUFACTURING CO.                                   ,,CLOSED,1205.4,0,800
,2010-0018,2010-01-06,"BUILDERS, INC.                                              ","BUILDERS, INC.                                              ",,CLOSED,1920,0,1392
,2010-0019,2010-01-06,LIL GENERAL CONVIENCE STORES                                ,LIL GENERAL CONVIENCE STORES                                ,,CLOSED,298.95,0,332.78
,2010-0021,2010-01-08,EFENDI'S MEDITERRANEAN GRILL                                ,EFENDI'S MEDITERRANEAN GRILL                                ,,CLOSED,55,0,81.25
,2010-0024,2010-01-11,ANCHOR MEDICAL ASSOCIATES                                   ,ANCHOR MEDICAL ASSOCIATES                                   ,,CLOSED,12127.32,0,15159.15
,2010-0035,2010-01-13,"EDDIE'S 529 CLUB, INC.                                      ","EDDIE'S 529 CLUB, INC.                                      ",,CLOSED,220,0,275
,2010-0037,2010-01-13,JT'S LUMBER COMPANY                                         ,JT'S LUMBER COMPANY                                         ,,CLOSED,5772,0,8658
,2010-0038,2010-01-13,"CUSTOM DESIGN, INC.                                         ","CUSTOM DESIGN, INC.                                         ",,CLOSED,700,0,175
,2010-0045,2010-01-19,MOBILE ON THE RUN                                           ,MOBILE ON THE RUN                                           ,,CLOSED,152,0,178.34
,2010-0046,2010-01-20,"CHRIS ELECTRIC, LTD.                                        ","CHRIS ELECTRIC, LTD.                                        ",,CLOSED,1296,0,1620
,2010-0054,2010-01-25,"MORTGAGE  MASTER, INC.                                      ","MORTGAGE  MASTER, INC.                                      ",,CLOSED,4719.65,0,4375
,2010-0061,2010-02-01,"SCALABRINI VILLA, INC.                                      ","SCALABRINI VILLA, INC.                                      ",,CLOSED,423,0,528.75
,2010-0062,2010-02-01,ROXY PROVIDENCE                                             ,ROXY PROVIDENCE                                             ,,CLOSED,560,0,700
,2010-0063,2010-02-01,"VITO'S EXPRESS, INC.                                        ","VITO'S EXPRESS, INC.                                        ",,CLOSED,1415.2,0,1769.05
,2010-0064,2010-02-02,Z BAR GRILLE                                                ,Z BAR GRILLE                                                ,,CLOSED,45,0,67.5
,2010-0065,2010-02-02,PAWTUCKET DAY NURSERY CENTER                                ,PAWTUCKET DAY NURSERY CENTER                                ,,CLOSED,579,0,723.71
,2010-0066,2010-02-03,DEI DBA MEADOWS EDGE RECOVERY                               ,DEI DBA MEADOWS EDGE RECOVERY                               ,,CLOSED,11187.25,0,3154.69
,2010-0070,2010-02-04,LOVE-4 ALL LEARNING CENTERS                                 ,LOVE-4 ALL LEARNING CENTERS                                 ,,CLOSED,30,0,37.5
,2010-0071,2010-02-05,REGIS CORP                                                  ,REGIS CORP                                                  ,,CLOSED,1356.56,0,781.25
,2010-0073,2010-02-05,"AID MAINTENANCE CO, INC.                                    ","AID MAINTENANCE CO, INC.                                    ",,CLOSED,2144.4,0,1335.25
,2010-0074,2010-02-08,THE WHARF TAVERN                                            ,THE WHARF TAVERN                                            ,,CLOSED,660.57,0,825.71
,2010-0075,2010-02-08,"KING RICHARD AUTO, INC.                                     ","KING RICHARD AUTO, INC.                                     ",,CLOSED,250,0,375
,2010-0076,2010-02-08,"SHARK SUSHI BAR & GRILL, INC.                               ","SHARK SUSHI BAR & GRILL, INC.                               ",,CLOSED,360.6,0,340
,2010-0077,2010-02-10,RI CRUISE CO.                                               ,RI CRUISE CO.                                               ,,CLOSED,200,0,250
,2010-0079,2010-02-11,"COASTAL RECYCLING, INC.                                     ","COASTAL RECYCLING, INC.                                     ",,CLOSED,600,0,480
,2010-0083,2010-02-12,CAPITAL PROTECTION SECURITY                                 ,CAPITAL PROTECTION SECURITY                                 ,,CLOSED,1686.25,0,2107.81
,2010-0086,2010-02-17,TIM HORTONS                                                 ,TIM HORTONS                                                 ,,CLOSED,50,0,62.5
,2010-0088,2010-02-18,"SO FRESH AND SO CLEAN, LLC                                  ","SO FRESH AND SO CLEAN, LLC                                  ",,CLOSED,185,0,231.25
,2010-0091,2010-02-22,HURD CHEVROLET                                              ,HURD CHEVROLET                                              ,,CLOSED,297,0,469.8
,2010-0092,2010-02-22,"REVISION AUTOMOTIVE, INC.                                   ","REVISION AUTOMOTIVE, INC.                                   ",,CLOSED,520,0,650
,2010-0096,2010-02-24,"DORMAN'S AUTO CENTER, INC.                                  ","DORMAN'S AUTO CENTER, INC.                                  ",,CLOSED,1246.8,0,1738.8
,2010-0097,2010-02-26,PREMIUM RETAIL                                              ,PREMIUM RETAIL                                              ,,CLOSED,75,0,92
